URN,CTSURN,LatinName,EnglishName
urn:cite:chs:work.tlg0062_tlg009,urn:cts:greekLit:tlg0062.tlg009,"De Domo","The Hall"
urn:cite:chs:work.tlg0062_tlg036,urn:cts:greekLit:tlg0062.tlg036,"De Luctu","On Mourning"
urn:cite:chs:work.tlg0062_tlg033,urn:cts:greekLit:tlg0062.tlg033,"De Mercede Conductis Potentium Familiaribus","On Salaried Posts in Great Houses"
urn:cite:chs:work.tlg0062_tlg042,urn:cts:greekLit:tlg0062.tlg042,"De Morte Peregrini","The Passing of Peregrinus"
urn:cite:chs:work.tlg0062_tlg030,urn:cts:greekLit:tlg0062.tlg030,"De Parasito Sive Artem Esse Parasiticam","The Parasite or A Parasitic Art"
urn:cite:chs:work.tlg0062_tlg027,urn:cts:greekLit:tlg0062.tlg027,"De Sacrificiis","On Sacrifices"
urn:cite:chs:work.tlg0062_tlg045,urn:cts:greekLit:tlg0062.tlg045,"De Saltatione","The Dance"
urn:cite:chs:work.tlg0062_tlg041,urn:cts:greekLit:tlg0062.tlg041,"De Syria Dea","The Syrian Goddess"
urn:cite:chs:work.tlg0062_tlg032,urn:cts:greekLit:tlg0062.tlg032,"Dearum Judicium","The Judgement of the Goddesses"
urn:cite:chs:work.tlg0062_tlg008,urn:cts:greekLit:tlg0062.tlg008,Demonax,Demonax
urn:cite:chs:work.tlg0062_tlg050,urn:cts:greekLit:tlg0062.tlg050,"Deorum Concilium","The Parliament of the Gods"
urn:cite:chs:work.tlg0062_tlg068,urn:cts:greekLit:tlg0062.tlg068,"Dialogi Deorum","Dialogues of the Gods"
urn:cite:chs:work.tlg0062_tlg067,urn:cts:greekLit:tlg0062.tlg067,"Dialogi Marini","Dialogues of the Sea-Gods"
urn:cite:chs:work.tlg0062_tlg069,urn:cts:greekLit:tlg0062.tlg069,"Dialogi Meretricii","Dialogues of the Courtesans"
urn:cite:chs:work.tlg0062_tlg066,urn:cts:greekLit:tlg0062.tlg066,"Dialogi Mortuorum","Dialogues of the Dead"
urn:cite:chs:work.tlg0062_tlg054,urn:cts:greekLit:tlg0062.tlg054,Dipsades,"The Dipsads"
urn:cite:chs:work.tlg0062_tlg005,urn:cts:greekLit:tlg0062.tlg005,Electrum,Amber
urn:cite:chs:work.tlg0062_tlg047,urn:cts:greekLit:tlg0062.tlg047,Eunuchus,"The Eunuch"
urn:cite:chs:work.tlg0062_tlg043,urn:cts:greekLit:tlg0062.tlg043,Fugitivi,"The Runaways"
urn:cite:chs:work.tlg0062_tlg019,urn:cts:greekLit:tlg0062.tlg019,Gallus,"The Cock"
urn:cite:chs:work.tlg0062_tlg060,urn:cts:greekLit:tlg0062.tlg060,Harmonides,Harmonides
urn:cite:chs:work.tlg0062_tlg004,urn:cts:greekLit:tlg0062.tlg004,Hercules,Hercules
urn:cite:chs:work.tlg0062_tlg063,urn:cts:greekLit:tlg0062.tlg063,Hermotimus,Hermotimus
urn:cite:chs:work.tlg0062_tlg056,urn:cts:greekLit:tlg0062.tlg056,Herodotus,Herodotus
urn:cite:chs:work.tlg0062_tlg061,urn:cts:greekLit:tlg0062.tlg061,Hesiodus,"A Conversation with Hesiod"
urn:cite:chs:work.tlg0062_tlg002,urn:cts:greekLit:tlg0062.tlg002,Hippias,Hippias
urn:cite:chs:work.tlg0062_tlg021,urn:cts:greekLit:tlg0062.tlg021,Icaromenippus,"The Sky-man"
urn:cite:chs:work.tlg0062_tlg039,urn:cts:greekLit:tlg0062.tlg039,Imagines,"Essays in Portraiture"
urn:cite:chs:work.tlg0062_tlg017,urn:cts:greekLit:tlg0062.tlg017,"Juppiter Confutatus","Zeus Catechized"
urn:cite:chs:work.tlg0062_tlg018,urn:cts:greekLit:tlg0062.tlg018,"Juppiter Tragoedus","Zeus Rants"
urn:cite:chs:work.tlg0062_tlg046,urn:cts:greekLit:tlg0062.tlg046,Lexiphanes,Lexiphanes
urn:cite:chs:work.tlg0062_tlg014,urn:cts:greekLit:tlg0062.tlg014,"Lis Consonantium (= Judicium Vocalium)","The Consonants at Law"
urn:cite:chs:work.tlg0062_tlg011,urn:cts:greekLit:tlg0062.tlg011,Macrobii,Octogenerians
urn:cite:chs:work.tlg0062_tlg035,urn:cts:greekLit:tlg0062.tlg035,"Menippus Sive Necyomantia","Menippus or The Descent Into Hades"
urn:cite:chs:work.tlg0062_tlg006,urn:cts:greekLit:tlg0062.tlg006,"Muscae Encomium","The Fly"
urn:cite:chs:work.tlg0062_tlg065,urn:cts:greekLit:tlg0062.tlg065,Navigium,"The Ship"
urn:cite:chs:work.tlg0062_tlg007,urn:cts:greekLit:tlg0062.tlg007,Nigrinus,Nigrinus
urn:cite:chs:work.tlg0062_tlg010,urn:cts:greekLit:tlg0062.tlg010,"Patriae Encomium","My Native Land"
urn:cite:chs:work.tlg0062_tlg001,urn:cts:greekLit:tlg0062.tlg001,Phalaris,Phalaris
urn:cite:chs:work.tlg0062_tlg031,urn:cts:greekLit:tlg0062.tlg031,"Philopseudes Sive Incredulus","The Lover of Lies or The Doubter"
urn:cite:chs:work.tlg0062_tlg071,urn:cts:greekLit:tlg0062.tlg071,Podagra,Gout
urn:cite:chs:work.tlg0062_tlg040,urn:cts:greekLit:tlg0062.tlg040,"Pro Imaginibus","Essays in Portraiture Defended"
urn:cite:chs:work.tlg0062_tlg058,urn:cts:greekLit:tlg0062.tlg058,"Pro Lapsu Inter Salutandum","A Slip of the Tongue in Greeting"
urn:cite:chs:work.tlg0062_tlg020,urn:cts:greekLit:tlg0062.tlg020,Prometheus,Prometheus
urn:cite:chs:work.tlg0062_tlg064,urn:cts:greekLit:tlg0062.tlg064,"Prometheus Es In Verbis","To One Who Said 'You're a Prometheus in Words'"
urn:cite:chs:work.tlg0062_tlg049,urn:cts:greekLit:tlg0062.tlg049,Pseudologista,"The Mistaken Critic"
urn:cite:chs:work.tlg0062_tlg053,urn:cts:greekLit:tlg0062.tlg053,"Quomodo Historia Conscribenda Sit","How to Write History"
urn:cite:chs:work.tlg0062_tlg025,urn:cts:greekLit:tlg0062.tlg025,"Revivescentes Sive Piscator","The Dead Come to Life or The Fisherman"
urn:cite:chs:work.tlg0062_tlg037,urn:cts:greekLit:tlg0062.tlg037,"Rhetorum Praeceptor","A Professor of Public Speaking"
urn:cite:chs:work.tlg0062_tlg055,urn:cts:greekLit:tlg0062.tlg055,Saturnalia,Saturnalia
urn:cite:chs:work.tlg0062_tlg062,urn:cts:greekLit:tlg0062.tlg062,Scytha,"The Scythian"
urn:cite:chs:work.tlg0062_tlg070,urn:cts:greekLit:tlg0062.tlg070,Soloecista,Soloecista
urn:cite:chs:work.tlg0062_tlg029,urn:cts:greekLit:tlg0062.tlg029,"Somnium Sive Vita Luciani","The Dream of Lucian's Career"
urn:cite:chs:work.tlg0062_tlg015,urn:cts:greekLit:tlg0062.tlg015,Symposium,"The Carousal Symposium"
urn:cite:chs:work.tlg0062_tlg022,urn:cts:greekLit:tlg0062.tlg022,Timon,Timon
urn:cite:chs:work.tlg0062_tlg044,urn:cts:greekLit:tlg0062.tlg044,"Toxaris Vel Amicitia","Toxaris or Friendship"
urn:cite:chs:work.tlg0062_tlg051,urn:cts:greekLit:tlg0062.tlg051,Tyrannicida,"The Tyrannicide"
urn:cite:chs:work.tlg0062_tlg012,urn:cts:greekLit:tlg0062.tlg012,"Verae Historiae","True History"
urn:cite:chs:work.tlg0062_tlg024,urn:cts:greekLit:tlg0062.tlg024,"Vitarum Auctio","Sale of Creeds"
urn:cite:chs:work.tlg0062_tlg057,urn:cts:greekLit:tlg0062.tlg057,Zeuxis,Zeuxis
urn:cite:chs:work.tlg0063_tlg001,urn:cts:greekLit:tlg0063.tlg001,"Ars Grammatica","Art of Grammar"
urn:cite:chs:work.tlg0064_tlg001,urn:cts:greekLit:tlg0064.tlg001,"Periplus Hannonis","Periplus of Hanno"
urn:cite:chs:work.tlg0065_tlg001,urn:cts:greekLit:tlg0065.tlg001,"Periplus Scylacis","Periplus of Pseudo-Scylax"
urn:cite:chs:work.tlg0068_tlg001,urn:cts:greekLit:tlg0068.tlg001,"Orbis Descriptio","Description of the World"
urn:cite:chs:work.tlg0074_tlg006,urn:cts:greekLit:tlg0074.tlg006,"Acies Contra Alanos","Order of Battle against the Alans"
urn:cite:chs:work.tlg0074_tlg001,urn:cts:greekLit:tlg0074.tlg001,"Alexandri Anabasis","Anabasis of Alexander"
urn:cite:chs:work.tlg0074_tlg003,urn:cts:greekLit:tlg0074.tlg003,Cynegeticus,Cynegeticus
urn:cite:chs:work.tlg0074_tlg008,urn:cts:greekLit:tlg0074.tlg008,"Epistula Ad Lucium Gellium","Letter to Lucius Gellius"
urn:cite:chs:work.tlg0074_tlg002,urn:cts:greekLit:tlg0074.tlg002,"Historia Indica",Indike
urn:cite:chs:work.tlg0074_tlg004,urn:cts:greekLit:tlg0074.tlg004,"Periplus Ponti Euxini",Periplus
urn:cite:chs:work.tlg0074_tlg005,urn:cts:greekLit:tlg0074.tlg005,Tactica,"Essay on Tactics"
urn:cite:chs:work.tlg0081_tlg008,urn:cts:greekLit:tlg0081.tlg008,"Ad Ammaeum","To Ammaeus"
urn:cite:chs:work.tlg0081_tlg001,urn:cts:greekLit:tlg0081.tlg001,"Antiquitates Romanae","Roman Antiquities"
urn:cite:chs:work.tlg0081_tlg016,urn:cts:greekLit:tlg0081.tlg016,"Ars Rhetorica","Art of Rhetoric"
urn:cite:chs:work.tlg0081_tlg002,urn:cts:greekLit:tlg0081.tlg002,"De Antiquis Oratoribus","Commentaries on the Ancient Orators"
urn:cite:chs:work.tlg0081_tlg012,urn:cts:greekLit:tlg0081.tlg012,"De Compositione Verborum","The Arrangement of Words"
urn:cite:chs:work.tlg0081_tlg013,urn:cts:greekLit:tlg0081.tlg013,"De Compositione Verborum (Epitome)","The Arrangement of Words"
urn:cite:chs:work.tlg0081_tlg006,urn:cts:greekLit:tlg0081.tlg006,"De Demosthenis Dictione","On the Admirabe Style of Demosthenes"
urn:cite:chs:work.tlg0081_tlg009,urn:cts:greekLit:tlg0081.tlg009,"De Dinarcho","On Dinarchus"
urn:cite:chs:work.tlg0081_tlg005,urn:cts:greekLit:tlg0081.tlg005,"De Isaeo","On Isaeus"
urn:cite:chs:work.tlg0081_tlg004,urn:cts:greekLit:tlg0081.tlg004,"De Isocrate","On Isocrates"
urn:cite:chs:work.tlg0081_tlg003,urn:cts:greekLit:tlg0081.tlg003,"De Lysia","On Lysias"
urn:cite:chs:work.tlg0081_tlg010,urn:cts:greekLit:tlg0081.tlg010,"De Thucydide","On Thucydides"
urn:cite:chs:work.tlg0081_tlg011,urn:cts:greekLit:tlg0081.tlg011,"De Thucydidis Idiomatibus (Epistula Ad Ammaeum)","On the Character of Thucydides"
urn:cite:chs:work.tlg0081_tlg015,urn:cts:greekLit:tlg0081.tlg015,"Epistula Ad Pompeium Geminum","Letter to Pompeius Geminus"
urn:cite:chs:work.tlg0082_tlg002,urn:cts:greekLit:tlg0082.tlg002,"De Adverbiis","On Adverbs"
urn:cite:chs:work.tlg0082_tlg003,urn:cts:greekLit:tlg0082.tlg003,"De Conjunctionibus","On Conjunctions"
urn:cite:chs:work.tlg0082_tlg004,urn:cts:greekLit:tlg0082.tlg004,"De Constructione","On Syntax"
urn:cite:chs:work.tlg0082_tlg001,urn:cts:greekLit:tlg0082.tlg001,"De Pronominibus","On Pronouns"
urn:cite:chs:work.tlg0083_tlg003,urn:cts:greekLit:tlg0083.tlg003,"Per Bosporum Navigatio","Sailing through the Bosporus"
urn:cite:chs:work.tlg0084_tlg003,urn:cts:greekLit:tlg0084.tlg003,"Ixeuticon sive De aucupio (paraphrasis) (olim sub auctore Eutecnio)","On Bird-Catching"
urn:cite:chs:work.tlg0084_tlg001,urn:cts:greekLit:tlg0084.tlg001,"Orbis Descriptio","Description of the Inhabited World"
urn:cite:chs:work.tlg0085_tlg005,urn:cts:greekLit:tlg0085.tlg005,Agamemnon,Agamemnon
urn:cite:chs:work.tlg0085_tlg006,urn:cts:greekLit:tlg0085.tlg006,Choephoroe,"The Libation Bearers"
urn:cite:chs:work.tlg0085_tlg007,urn:cts:greekLit:tlg0085.tlg007,Eumenides,"The Eumenides"
urn:cite:chs:work.tlg0085_tlg002,urn:cts:greekLit:tlg0085.tlg002,Persae,"The Persians"
urn:cite:chs:work.tlg0085_tlg003,urn:cts:greekLit:tlg0085.tlg003,"Prometheus Vinctus","Prometheus Bound"
urn:cite:chs:work.tlg0085_tlg004,urn:cts:greekLit:tlg0085.tlg004,"Septem Contra Thebas","The Seven Against Thebes"
urn:cite:chs:work.tlg0085_tlg001,urn:cts:greekLit:tlg0085.tlg001,Supplices,"The Suppliants"
urn:cite:chs:work.tlg0086_tlg001,urn:cts:greekLit:tlg0086.tlg001,"Analytica Priora Et Posteriora","Prior and Posterior Analytics"
urn:cite:chs:work.tlg0086_tlg006,urn:cts:greekLit:tlg0086.tlg006,Categoriae,Categories
urn:cite:chs:work.tlg0086_tlg002,urn:cts:greekLit:tlg0086.tlg002,"De Anima","On the Soul"
urn:cite:chs:work.tlg0086_tlg052,urn:cts:greekLit:tlg0086.tlg052,"De Anima (Codicis E Fragmenta Recensionis A Vulgata Diversae)","On the Soul"
urn:cite:chs:work.tlg0086_tlg004,urn:cts:greekLit:tlg0086.tlg004,"De Audibilibus","On Things Heard"
urn:cite:chs:work.tlg0086_tlg005,urn:cts:greekLit:tlg0086.tlg005,"De Caelo","On the Heavens"
urn:cite:chs:work.tlg0086_tlg007,urn:cts:greekLit:tlg0086.tlg007,"De Coloribus","On Colors"
urn:cite:chs:work.tlg0086_tlg008,urn:cts:greekLit:tlg0086.tlg008,"De Divinatione Per Somnum","On Divination in Sleep"
urn:cite:chs:work.tlg0086_tlg012,urn:cts:greekLit:tlg0086.tlg012,"De Generatione Animalium","Generation of Animals"
urn:cite:chs:work.tlg0086_tlg013,urn:cts:greekLit:tlg0086.tlg013,"De Generatione Et Corruptione","On Generation and Corruption"
urn:cite:chs:work.tlg0086_tlg015,urn:cts:greekLit:tlg0086.tlg015,"De Incessu Animalium","Progression of Animals"
urn:cite:chs:work.tlg0086_tlg016,urn:cts:greekLit:tlg0086.tlg016,"De Insomniis","On Dreams"
urn:cite:chs:work.tlg0086_tlg017,urn:cts:greekLit:tlg0086.tlg017,"De Interpretatione","On Interpretation"
urn:cite:chs:work.tlg0086_tlg018,urn:cts:greekLit:tlg0086.tlg018,"De Juventute Et Senectute + De Vita Et Morte","On Youth, Old Age, Life and Death"
urn:cite:chs:work.tlg0086_tlg019,urn:cts:greekLit:tlg0086.tlg019,"De Lineis Insecabilibus","On Indivisible Lines"
urn:cite:chs:work.tlg0086_tlg020,urn:cts:greekLit:tlg0086.tlg020,"De Longitudine Et Brevitate Vitae","On Length and Shortness of Life"
urn:cite:chs:work.tlg0086_tlg024,urn:cts:greekLit:tlg0086.tlg024,"De Memoria Et Reminiscentia","On Memory"
urn:cite:chs:work.tlg0086_tlg021,urn:cts:greekLit:tlg0086.tlg021,"De Motu Animalium","Movement of Animals"
urn:cite:chs:work.tlg0086_tlg028,urn:cts:greekLit:tlg0086.tlg028,"De Mundo","On the Universe"
urn:cite:chs:work.tlg0086_tlg030,urn:cts:greekLit:tlg0086.tlg030,"De Partibus Animalium","Parts of Animals"
urn:cite:chs:work.tlg0086_tlg037,urn:cts:greekLit:tlg0086.tlg037,"De Respiratione","On Respiration"
urn:cite:chs:work.tlg0086_tlg041,urn:cts:greekLit:tlg0086.tlg041,"De Sensu Et Sensibilibus","Sanse and Sensibilia"
urn:cite:chs:work.tlg0086_tlg042,urn:cts:greekLit:tlg0086.tlg042,"De Somno Et Vigilia","On Sleep"
urn:cite:chs:work.tlg0086_tlg043,urn:cts:greekLit:tlg0086.tlg043,"De Spiritu","On Breath"
urn:cite:chs:work.tlg0086_tlg046,urn:cts:greekLit:tlg0086.tlg046,"De Ventorum Situ Et Nominibus","The Situations and Names of Winds"
urn:cite:chs:work.tlg0086_tlg045,urn:cts:greekLit:tlg0086.tlg045,"De Virtutibus Et Vitiis","On Virtues and Vices"
urn:cite:chs:work.tlg0086_tlg047,urn:cts:greekLit:tlg0086.tlg047,"De Xenophane, De Zenone, De Gorgia","On Xenophanes, Zeno, and Gorgias"
urn:cite:chs:work.tlg0086_tlg053,urn:cts:greekLit:tlg0086.tlg053,"De anima (codicis P lectiones quae valde a lectionibus ceterorum codicum distant)","On the Soul"
urn:cite:chs:work.tlg0086_tlg048,urn:cts:greekLit:tlg0086.tlg048,"Divisiones Aristoteleae","Aristotelian Divisions"
urn:cite:chs:work.tlg0086_tlg011,urn:cts:greekLit:tlg0086.tlg011,Epistulae,Letters
urn:cite:chs:work.tlg0086_tlg009,urn:cts:greekLit:tlg0086.tlg009,"Ethica Eudemia","Eudemian Ethics"
urn:cite:chs:work.tlg0086_tlg010,urn:cts:greekLit:tlg0086.tlg010,"Ethica Nicomachea","Nicomachean Ethics"
urn:cite:chs:work.tlg0086_tlg014,urn:cts:greekLit:tlg0086.tlg014,"Historia Animalium","History of Animals"
urn:cite:chs:work.tlg0086_tlg022,urn:cts:greekLit:tlg0086.tlg022,"Magna Moralia","Great Ethics"
urn:cite:chs:work.tlg0086_tlg023,urn:cts:greekLit:tlg0086.tlg023,Mechanica,Mechanics
urn:cite:chs:work.tlg0086_tlg025,urn:cts:greekLit:tlg0086.tlg025,Metaphysica,Metaphysics
urn:cite:chs:work.tlg0086_tlg026,urn:cts:greekLit:tlg0086.tlg026,Meteorologica,Meteorology
urn:cite:chs:work.tlg0086_tlg027,urn:cts:greekLit:tlg0086.tlg027,"Mirabilium Auscultationes","On Marvellous Things Heard"
urn:cite:chs:work.tlg0086_tlg029,urn:cts:greekLit:tlg0086.tlg029,Oeconomica,Economics
urn:cite:chs:work.tlg0086_tlg031,urn:cts:greekLit:tlg0086.tlg031,Physica,Physics
urn:cite:chs:work.tlg0086_tlg054,urn:cts:greekLit:tlg0086.tlg054,"Physicorum Libri Octavi Textus Alter (Post 267b26)","Another Text of the eighth book of Physics"
urn:cite:chs:work.tlg0086_tlg032,urn:cts:greekLit:tlg0086.tlg032,Physiognomonica,Physiognomonics
urn:cite:chs:work.tlg0086_tlg034,urn:cts:greekLit:tlg0086.tlg034,Poetica,Poetics
urn:cite:chs:work.tlg0086_tlg035,urn:cts:greekLit:tlg0086.tlg035,Politica,Politics
urn:cite:chs:work.tlg0086_tlg036,urn:cts:greekLit:tlg0086.tlg036,Problemata,Problems
urn:cite:chs:work.tlg0086_tlg038,urn:cts:greekLit:tlg0086.tlg038,Rhetorica,Rhetoric
urn:cite:chs:work.tlg0086_tlgX01,urn:cts:greekLit:tlg0086.tlgX01,"Rhetorica Ad Alexandrum","Rhetoric to Alexander"
urn:cite:chs:work.tlg0086_tlg040,urn:cts:greekLit:tlg0086.tlg040,"Sophistici Elenchi","Sophistical Refutations"
urn:cite:chs:work.tlg0086_tlg044,urn:cts:greekLit:tlg0086.tlg044,Topica,Topics
urn:cite:chs:work.tlg0086_tlgX05,urn:cts:greekLit:tlg0086.tlgX05,"Tractatus Coislinianus (Fort. Epitome Poeticae Libri II)","Tractatus Coislinianus"
urn:cite:chs:work.tlg0087_tlg035,urn:cts:greekLit:tlg0087.tlg035,"De Figuris (= περὶ σχημάτων)","On Figures"
urn:cite:chs:work.tlg0087_tlg038,urn:cts:greekLit:tlg0087.tlg038,"De Locutionum Pravitatibus (Posterior Pars Operis)",
urn:cite:chs:work.tlg0087_tlg047,urn:cts:greekLit:tlg0087.tlg047,"De Locutionum Pravitatibus (Prior Pars Operis)",
urn:cite:chs:work.tlg0087_tlg001,urn:cts:greekLit:tlg0087.tlg001,"De Prosodia Catholica","General Prosody"
urn:cite:chs:work.tlg0087_tlg040,urn:cts:greekLit:tlg0087.tlg040,"De Versibus",
urn:cite:chs:work.tlg0087_tlg046,urn:cts:greekLit:tlg0087.tlg046,"Excerpta E Herodiano (E Cod. Paris. Gr. 2552)","Excerpts From Herodian"
urn:cite:chs:work.tlg0087_tlg039,urn:cts:greekLit:tlg0087.tlg039,"Excerpta E Herodiano (e codd. Paris. gr. 2650 + 2662 + Paris. suppl. 70)","Excerpts From Herodian"
urn:cite:chs:work.tlg0087_tlg054,urn:cts:greekLit:tlg0087.tlg054,"Fragmentum grammaticum quod incipit a vocibus ζητοῦμεν καὶ τὴν τοῦ Ἄρης (e cod. Barocc. 76)",
urn:cite:chs:work.tlg0087_tlg036,urn:cts:greekLit:tlg0087.tlg036,"Partitiones (= Ἐπιμερισμοί) (e codd. Paris. 2543 + 2570)",Categories
urn:cite:chs:work.tlg0087_tlg037,urn:cts:greekLit:tlg0087.tlg037,"Philetaerus (e codd. Vat. gr. 2226 + Paris. gr. 2552)",Philetaerus
urn:cite:chs:work.tlg0087_tlg041,urn:cts:greekLit:tlg0087.tlg041,"Schematismi Homerici","Homeric Style"
urn:cite:chs:work.tlg0087_tlg049,urn:cts:greekLit:tlg0087.tlg049,"Περὶ Λέξεως τῶν Στίχων",
urn:cite:chs:work.tlg0087_tlg043,urn:cts:greekLit:tlg0087.tlg043,"Περὶ αὐθυποτάκτων καὶ ἀνυποτάκτων",
urn:cite:chs:work.tlg0087_tlg045,urn:cts:greekLit:tlg0087.tlg045,"Περὶ παραγωγῶν γενικῶν ἀπὸ διαλέκτων (e cod. Barroc. 76)",
urn:cite:chs:work.tlg0087_tlg050,urn:cts:greekLit:tlg0087.tlg050,"παρεκβολαὶ τοῦ μεγάλου ῥήματος",
urn:cite:chs:work.tlg0087_tlg044,urn:cts:greekLit:tlg0087.tlg044,"περὶ Σολοικισμοῦ καὶ βαρβαρισμοῦ","On Solecism and Barbarism"
urn:cite:chs:work.tlg0087_tlg004,urn:cts:greekLit:tlg0087.tlg004,"περὶ διχρόνων",
urn:cite:chs:work.tlg0087_tlg033,urn:cts:greekLit:tlg0087.tlg033,"περὶ μονήρους λέξεως","On Anomalous Words"
urn:cite:chs:work.tlg0087_tlg007,urn:cts:greekLit:tlg0087.tlg007,"περὶ Ἰλιακῆς προσῳδίας","Iliac Prosody"
urn:cite:chs:work.tlg0087_tlg008,urn:cts:greekLit:tlg0087.tlg008,"περὶ Ὀδυσσειακῆς προσῳδίας","Prosody of the Odyssey"
urn:cite:chs:work.tlg0088_tlg001,urn:cts:greekLit:tlg0088.tlg001,"Elementa Harmonica","Elements of Harmony"
urn:cite:chs:work.tlg0088_tlg004,urn:cts:greekLit:tlg0088.tlg004,"Fragmenta Parisina (E Cod. Bibl. Imp. Par. 3027)","Fragments from Paris"
urn:cite:chs:work.tlg0093_tlg009,urn:cts:greekLit:tlg0093.tlg009,Characteres,Characters
urn:cite:chs:work.tlg0093_tlg002,urn:cts:greekLit:tlg0093.tlg002,"De Causis Plantarum (Lib. 1)","Plant Explanations"
urn:cite:chs:work.tlg0093_tlg015,urn:cts:greekLit:tlg0093.tlg015,"De Eligendis Magistratibus (Fragmenta)","On Chosen Teachers"
urn:cite:chs:work.tlg0093_tlg005,urn:cts:greekLit:tlg0093.tlg005,"De Igne (= Fr. 3, Wimmer)","On Fire"
urn:cite:chs:work.tlg0093_tlg004,urn:cts:greekLit:tlg0093.tlg004,"De Lapidibus (= Fr. 2, Wimmer)","On Stones"
urn:cite:chs:work.tlg0093_tlg003,urn:cts:greekLit:tlg0093.tlg003,"De Sensu Et Sensibilibus (= Fr. 1, Wimmer)","On the Senses"
urn:cite:chs:work.tlg0093_tlg001,urn:cts:greekLit:tlg0093.tlg001,"Historia Plantarum","Research on Plants"
urn:cite:chs:work.tlg0093_tlg006,urn:cts:greekLit:tlg0093.tlg006,"Metaphysica (= Fr. 12, Wimmer)",Metaphysics
urn:cite:chs:work.tlg0096_tlg011,urn:cts:greekLit:tlg0096.tlg011,"Fabula Nicephori","Fables of Nicephorus"
urn:cite:chs:work.tlg0096_tlg002,urn:cts:greekLit:tlg0096.tlg002,Fabulae,Fables
urn:cite:chs:work.tlg0096_tlg015,urn:cts:greekLit:tlg0096.tlg015,"Fabulae (Dodecasyllabi)","Fables (Dodecasyllables)"
urn:cite:chs:work.tlg0096_tlg006,urn:cts:greekLit:tlg0096.tlg006,"Fabulae Aphthonii Rhetoris","Fables of Aphthonius of Antioch"
urn:cite:chs:work.tlg0096_tlg004,urn:cts:greekLit:tlg0096.tlg004,"Fabulae Dosithei","Fables of Dositheus Magister"
urn:cite:chs:work.tlg0096_tlg005,urn:cts:greekLit:tlg0096.tlg005,"Fabulae Libanii","Fables of Libanius"
urn:cite:chs:work.tlg0096_tlg010,urn:cts:greekLit:tlg0096.tlg010,"Fabulae Rhetoris Anonymi Brancatiani","Fables of Rhetor Brancatianus"
urn:cite:chs:work.tlg0096_tlg009,urn:cts:greekLit:tlg0096.tlg009,"Fabulae Syntipae Philosophi","Fables of Syntipas"
urn:cite:chs:work.tlg0096_tlg003,urn:cts:greekLit:tlg0096.tlg003,"Fabulae Tabulis Ceratis Assendelftianis Servatae","The Assendelft Tablets"
urn:cite:chs:work.tlg0096_tlg008,urn:cts:greekLit:tlg0096.tlg008,"Fabulae Theophylacti Simocattae Scholastici","Fables of Theophylactus Simocates"
urn:cite:chs:work.tlg0096_tlg017,urn:cts:greekLit:tlg0096.tlg017,Proverbia,Proverbs
urn:cite:chs:work.tlg0096_tlg016,urn:cts:greekLit:tlg0096.tlg016,Sententiae,Sayings
urn:cite:chs:work.tlg0097_tlg001,urn:cts:greekLit:tlg0097.tlg001,"Paroemiae (Epitome Operis Sub Nomine Diogeniani) (E Cod. Mazarinco)","Proverbs (epigrams under the name of Diogenianus)"
urn:cite:chs:work.tlg0097_tlg002,urn:cts:greekLit:tlg0097.tlg002,"Paroemiae (Epitome Operis Sub Nomine Diogeniani) (E Cod. Vindob.","Proverbs (epigrams under the name of Diogenianus)"
urn:cite:chs:work.tlg0098_tlg001,urn:cts:greekLit:tlg0098.tlg001,"Epitome Collectionum Lucilli Tarrhaei Et Didymi","Proverbs of Lucillus Tarrhaeus and Didymus"
urn:cite:chs:work.tlg0099_tlg001,urn:cts:greekLit:tlg0099.tlg001,Geographica,Geography
urn:cite:chs:work.tlg0186_tlg001,urn:cts:greekLit:tlg0186.tlg001,"Ad Marcum Caesarem Et Invicem (Lib. 1)","To Marcus Aurelius as Caesar, book 1"
urn:cite:chs:work.tlg0186_tlg002,urn:cts:greekLit:tlg0186.tlg002,"Ad Marcum Caesarem Et Invicem (Lib. 2)","To Marcus Aurelius as Caesar, book 2"
urn:cite:chs:work.tlg0186_tlg004,urn:cts:greekLit:tlg0186.tlg004,"Additamentum Epistularum Variarum Acephalum","Additions of Letters of Varied Titles"
urn:cite:chs:work.tlg0222_tlg001,urn:cts:greekLit:tlg0222.tlg001,Catasterismi,Catasterismi
urn:cite:chs:work.tlg0222_tlg015,urn:cts:greekLit:tlg0222.tlg015,"De Circa Exornatione Stellarum Et Etymologia De Quibus Videntur",
urn:cite:chs:work.tlg0268_tlg001,urn:cts:greekLit:tlg0268.tlg001,Fragmenta,Fragments
urn:cite:chs:work.tlg0282_tlg001,urn:cts:greekLit:tlg0282.tlg001,"Carminis De Viribus Herbarum Fragmentum","Fragment of the Song on the Power of Herbs"
urn:cite:chs:work.tlg0284_tlg056,urn:cts:greekLit:tlg0284.tlg056,"Ars Rhetorica","On Rhetoric"
urn:cite:chs:work.tlg0284_tlg048,urn:cts:greekLit:tlg0284.tlg048,Αἰγύπτιος,Egyptian
urn:cite:chs:work.tlg0284_tlg004,urn:cts:greekLit:tlg0284.tlg004,Διόνυσος,Dionysus
urn:cite:chs:work.tlg0284_tlg001,urn:cts:greekLit:tlg0284.tlg001,"Εἰς Δία","Regarding Zeus"
urn:cite:chs:work.tlg0284_tlg009,urn:cts:greekLit:tlg0284.tlg009,"Εἰς βασιλέα","To the King"
